time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/loss,train/entropy_loss,train/explained_variance,train/approx_kl,train/std,train/learning_rate,train/value_loss,train/n_updates,train/policy_gradient_loss,train/clip_range,train/clip_fraction
1376,2502656,1222,1818,0.23438678681850433,-0.6206667177379132,0.48474425077438354,0.008910427,0.33107179403305054,0.0003,0.9744097672402858,12210,-0.005638829511008225,0.2,0.089111328125
1376,2504704,1223,1820,0.5793308019638062,-0.6206200055778026,0.7934867739677429,0.0128421355,0.3297562897205353,0.0003,1.6470341198146343,12220,-0.011097744386643172,0.2,0.1171875
1376,2506752,1224,1821,0.4915643632411957,-0.6201022982597351,0.6417392492294312,0.009900135,0.33177947998046875,0.0003,2.0332878291606904,12230,-0.006740964186610654,0.2,0.10859375
1376,2508800,1225,1823,0.18497765064239502,-0.63049301430583,0.8549149036407471,0.009147005,0.3326582908630371,0.0003,0.5636516280472279,12240,-0.007883289054734632,0.2,0.103271484375
1376,2510848,1226,1824,0.38317209482192993,-0.6336913742125034,0.5529552698135376,0.008644663,0.33315250277519226,0.0003,2.2452663373202086,12250,-0.005511625553481281,0.2,0.10068359375
1376,2512896,1227,1826,0.703374445438385,-0.6403236433863639,0.6465829610824585,0.009870974,0.33528709411621094,0.0003,1.7399035729467869,12260,-0.006346563890110702,0.2,0.1056640625
1376,2514944,1228,1827,0.33001163601875305,-0.6472794719040393,0.6520413160324097,0.010359183,0.3349277973175049,0.0003,0.9139804773032665,12270,-0.01111324164958205,0.2,0.092822265625
1376,2516992,1229,1828,0.30646568536758423,-0.6493489488959312,0.5829317569732666,0.007910125,0.336275190114975,0.0003,2.4132269635796546,12280,-0.010434085913584568,0.2,0.1216796875
1376,2519040,1230,1830,1.0267640352249146,-0.6578648142516613,0.4625577926635742,0.010379383,0.33729445934295654,0.0003,2.5449346974492073,12290,-0.009641959000146017,0.2,0.094970703125
1376,2521088,1231,1831,0.29879501461982727,-0.6593874856829643,0.7470123171806335,0.011173001,0.33666178584098816,0.0003,1.2231622353196143,12300,-0.008427027813741005,0.2,0.090869140625
1376,2523136,1232,1833,0.10788431018590927,-0.660386124253273,0.6508697867393494,0.015696503,0.33802443742752075,0.0003,1.2138908125460148,12310,-0.00686147463566158,0.2,0.13916015625
1376,2525184,1233,1834,0.1432873159646988,-0.6618925713002681,0.8229576349258423,0.009271667,0.33684417605400085,0.0003,0.5867749342694879,12320,-0.00453391220071353,0.2,0.0841796875
1376,2527232,1234,1836,0.2086494415998459,-0.6512497998774052,0.7863516211509705,0.011434738,0.3345051109790802,0.0003,0.8388592202216387,12330,-0.007899456800078041,0.2,0.101953125
1376,2529280,1235,1837,1.1914058923721313,-0.6439165271818638,0.6546033620834351,0.01596941,0.33533453941345215,0.0003,2.7062968127429485,12340,-0.009102274343604222,0.2,0.136328125
1376,2531328,1236,1839,0.3416542410850525,-0.6460983462631702,0.7398443222045898,0.010831643,0.33383941650390625,0.0003,0.88509042263031,12350,-0.007138625177321956,0.2,0.11728515625
1376,2533376,1237,1840,0.4830116629600525,-0.6447752431035042,0.4707458019256592,0.0073617566,0.33635979890823364,0.0003,1.3727444797754287,12360,-0.006788495782529935,0.2,0.08779296875
1376,2535424,1238,1842,0.10290507972240448,-0.6535151399672031,0.7349026799201965,0.013036677,0.33563023805618286,0.0003,0.5629801588132978,12370,-0.002077297872165218,0.2,0.109765625
1376,2537472,1239,1843,1.0353147983551025,-0.6461909078061581,0.5336564779281616,0.008610255,0.33434855937957764,0.0003,3.5740127965807913,12380,-0.00692020369169768,0.2,0.1033203125
1376,2539520,1240,1845,0.16000400483608246,-0.6442489109933376,0.6869624853134155,0.012806876,0.33553600311279297,0.0003,1.6385063972324132,12390,-0.0069211078167427335,0.2,0.10341796875
1376,2541568,1241,1846,0.11188401281833649,-0.6501975283026695,0.9228087663650513,0.009251668,0.3356327414512634,0.0003,0.36216132398694756,12400,-0.008661850774660706,0.2,0.10986328125
1376,2543616,1242,1848,0.18403039872646332,-0.6569868564605713,0.8606361746788025,0.016721308,0.3388522267341614,0.0003,0.5585573663935065,12410,-0.009626564901554956,0.2,0.128857421875
1376,2545664,1243,1849,0.29890039563179016,-0.6638916745781899,0.5349810123443604,0.009429709,0.33703845739364624,0.0003,0.9222092162817717,12420,-0.005556002026423812,0.2,0.099609375
1376,2547712,1244,1851,0.8884965181350708,-0.6522469609975815,0.5848838090896606,0.0076447576,0.33557701110839844,0.0003,2.6885141499340532,12430,-0.01032872757059522,0.2,0.092041015625
1376,2549760,1245,1852,1.2311874628067017,-0.6454610668122769,0.6642685532569885,0.008960645,0.3349568247795105,0.0003,3.181649075448513,12440,-0.008298841415671632,0.2,0.087939453125
1376,2551808,1246,1854,0.49880775809288025,-0.641844167560339,0.729369044303894,0.008345218,0.3338713049888611,0.0003,2.2388308554887772,12450,-0.004630930843995884,0.2,0.07890625
1376,2553856,1247,1855,0.8645598888397217,-0.6369463108479977,0.6056101322174072,0.008537806,0.33368125557899475,0.0003,2.4538997121155264,12460,-0.008659055619500578,0.2,0.10322265625
1376,2555904,1248,1857,0.32671740651130676,-0.6358239553868771,0.6785352230072021,0.009381484,0.33351224660873413,0.0003,1.3760480530560018,12470,-0.006413501722272485,0.2,0.11279296875
1376,2557952,1249,1858,0.12072791159152985,-0.6314494296908378,0.9039836525917053,0.008462899,0.33208101987838745,0.0003,0.361740118637681,12480,-0.010426750645274296,0.2,0.11533203125
1376,2560000,1250,1860,1.2060106992721558,-0.6277902245521545,0.5520810484886169,0.012216965,0.3331407308578491,0.0003,2.2533176735043527,12490,-0.012015490749035962,0.2,0.140478515625
1376,2562048,1251,1861,0.8110752701759338,-0.6297450989484787,0.6888916492462158,0.011851317,0.33264273405075073,0.0003,2.880958305299282,12500,-0.006833095382899046,0.2,0.097607421875
1376,2564096,1252,1863,0.22209765017032623,-0.6269267745316028,0.8364170789718628,0.00809961,0.33228254318237305,0.0003,0.8364565465599298,12510,-0.003647303653997369,0.2,0.06962890625
1376,2566144,1253,1864,0.014732815325260162,-0.6307610288262367,0.917691707611084,0.010030852,0.33464372158050537,0.0003,0.14912723745219408,12520,-0.004098587110638619,0.2,0.086669921875
1376,2568192,1254,1866,0.23728573322296143,-0.6411762945353985,0.6431000232696533,0.012069797,0.33492788672447205,0.0003,1.446858313679695,12530,-0.0060953534848522395,0.2,0.12041015625
1376,2570240,1255,1867,1.0422345399856567,-0.635464409738779,0.8417432904243469,0.009920125,0.33305811882019043,0.0003,1.907691314816475,12540,-0.006811178650241345,0.2,0.092529296875
1376,2572288,1256,1869,0.22339579463005066,-0.6264536544680596,0.5718845129013062,0.014368634,0.3314827084541321,0.0003,1.6425848949700594,12550,-0.005951373834977858,0.2,0.118505859375
1376,2574336,1257,1870,0.42254626750946045,-0.6178589455783368,0.6124933958053589,0.010771698,0.3308899998664856,0.0003,1.3514606535434723,12560,-0.006108614295953885,0.2,0.120556640625
1376,2576384,1258,1872,0.1712384819984436,-0.6191665194928646,0.8498492240905762,0.009251565,0.33236145973205566,0.0003,0.4937014028429985,12570,-0.008227718670968897,0.2,0.111669921875
1376,2578432,1259,1873,0.7426771521568298,-0.6242357812821865,0.6010377407073975,0.011814573,0.3319268822669983,0.0003,3.1936538189649584,12580,-0.009557195578236134,0.2,0.10869140625
1376,2580480,1260,1875,0.17889949679374695,-0.6136344775557518,0.40329062938690186,0.012545647,0.3285428285598755,0.0003,0.8203171852976083,12590,-0.007542722520884127,0.2,0.10244140625
1376,2582528,1261,1876,0.17297784984111786,-0.6042216770350933,0.20974624156951904,0.01330488,0.3299892246723175,0.0003,1.669993881136179,12600,-0.009965606979676522,0.2,0.1421875
1376,2584576,1262,1878,0.07432138919830322,-0.6082008004188537,0.927472710609436,0.008338641,0.32935506105422974,0.0003,0.24038417404517531,12610,-0.008260918132145889,0.2,0.1091796875
1376,2586624,1263,1879,0.8169277310371399,-0.613810183852911,0.5421407222747803,0.0115296235,0.3326728343963623,0.0003,2.8618968479335307,12620,-0.006348798723774962,0.2,0.100732421875
1376,2588672,1264,1881,0.1416669487953186,-0.6282546415925025,0.6756576895713806,0.008530163,0.3334349989891052,0.0003,0.5211462873965502,12630,-0.01031978030805476,0.2,0.1296875
1376,2590720,1265,1882,1.0715291500091553,-0.6296782046556473,0.6053228378295898,0.010320424,0.33365708589553833,0.0003,1.920830948278308,12640,-0.009405042114667594,0.2,0.134130859375
1376,2592768,1266,1883,0.09288573265075684,-0.6313638418912888,0.6668360233306885,0.009792829,0.33394673466682434,0.0003,0.3285121457651258,12650,-0.005428170732920989,0.2,0.096826171875
1376,2594816,1267,1885,0.033310048282146454,-0.632156752794981,0.8470840454101562,0.011814272,0.3339053690433502,0.0003,0.14642903776839375,12660,-0.008635741418402176,0.2,0.103857421875
1376,2596864,1268,1886,0.1698608696460724,-0.6238216899335385,0.6276167631149292,0.009815324,0.3309779763221741,0.0003,0.9129666982218623,12670,-0.0021734110719989984,0.2,0.0720703125
1376,2598912,1269,1888,0.16780400276184082,-0.6049776203930378,0.7656077146530151,0.009968693,0.32818156480789185,0.0003,0.41872328612953424,12680,-0.01187197997351177,0.2,0.109130859375
1376,2600960,1270,1889,0.02007310278713703,-0.596794779598713,0.8400400280952454,0.010846641,0.3287198841571808,0.0003,0.14989850781857966,12690,-0.009794997674180194,0.2,0.09755859375
1376,2603008,1271,1891,0.5701919794082642,-0.604167715460062,0.2430253028869629,0.010603745,0.3302311301231384,0.0003,1.818288291990757,12700,-0.007541515617049299,0.2,0.096875
1376,2605056,1272,1892,1.2759318351745605,-0.615361001342535,0.46228212118148804,0.009452882,0.3328898847103119,0.0003,3.8696634083986283,12710,-0.007721940363990143,0.2,0.089404296875
1376,2607104,1273,1894,0.6821930408477783,-0.6313173815608024,0.6964499950408936,0.008499481,0.33511096239089966,0.0003,2.859829577058554,12720,-0.004027477622730658,0.2,0.06240234375
1376,2609152,1274,1895,0.2166760116815567,-0.6407576158642769,0.7200074195861816,0.015504724,0.33576303720474243,0.0003,0.9256053712219,12730,-0.008464402973186225,0.2,0.11767578125
1376,2611200,1275,1897,0.10782735049724579,-0.6425017237663269,0.815627932548523,0.009902487,0.3360692858695984,0.0003,1.2193149032071233,12740,-0.01092117713415064,0.2,0.145361328125
1376,2613248,1276,1898,0.10174612700939178,-0.6387125752866268,0.7602439522743225,0.011726987,0.33449786901474,0.0003,0.4875358706340194,12750,-0.008107017682050355,0.2,0.103466796875
1376,2615296,1277,1900,0.2231042981147766,-0.6354600362479687,0.594310998916626,0.010603346,0.335170716047287,0.0003,1.7394637390971184,12760,-0.002414563455386087,0.2,0.0865234375
1376,2617344,1278,1901,0.11314120888710022,-0.6340196087956429,0.48034465312957764,0.009202618,0.33360543847084045,0.0003,1.2582435443997384,12770,-0.007210429836413823,0.2,0.0939453125
1376,2619392,1279,1903,0.9700734615325928,-0.625435721874237,0.2860223054885864,0.0076509994,0.33273082971572876,0.0003,1.970068110153079,12780,-0.007672608329448849,0.2,0.1017578125
1376,2621440,1280,1904,0.09845945239067078,-0.6238930083811283,0.830504834651947,0.008681496,0.3337200880050659,0.0003,0.648476835899055,12790,-0.0046993030904559415,0.2,0.07509765625
1376,2623488,1281,1906,1.1337871551513672,-0.6253038585186005,0.5352003574371338,0.0070339926,0.33224737644195557,0.0003,4.987087742984295,12800,-0.005778583354549482,0.2,0.10634765625
1376,2625536,1282,1907,0.31129521131515503,-0.614456246048212,0.8431203365325928,0.013263317,0.33067598938941956,0.0003,1.1589494347572327,12810,-0.0061681906139710915,0.2,0.096923828125
1376,2627584,1283,1909,0.14510217308998108,-0.6148364335298538,0.7179229259490967,0.012124742,0.33259403705596924,0.0003,0.5136770455166697,12820,-0.003998222231166438,0.2,0.1208984375
1376,2629632,1284,1910,0.3632201552391052,-0.6243103243410587,0.5469263792037964,0.009189781,0.33296847343444824,0.0003,2.058885543048382,12830,-0.006305253540631384,0.2,0.13193359375
1376,2631680,1285,1912,0.1836172640323639,-0.6216112978756427,0.6272714138031006,0.011336483,0.33139538764953613,0.0003,0.7580665521323681,12840,-0.010331308678723871,0.2,0.110546875
1376,2633728,1286,1913,0.08116795122623444,-0.6111074961721897,0.9052670001983643,0.012063222,0.330274760723114,0.0003,0.18883206974714994,12850,-0.004744884860701859,0.2,0.092333984375
1376,2635776,1287,1915,0.05129655823111534,-0.6096691608428955,0.7590824961662292,0.014331213,0.33091408014297485,0.0003,0.4602671625092626,12860,-0.007446660593268461,0.2,0.1365234375
1376,2637824,1288,1916,2.2853853702545166,-0.6155463978648186,0.581172525882721,0.011255544,0.3320425748825073,0.0003,3.4387103021144867,12870,-0.00944852284155786,0.2,0.1080078125
1376,2639872,1289,1918,0.022981738671660423,-0.6079456053674221,0.944334864616394,0.017713685,0.32838666439056396,0.0003,0.1692508425563574,12880,-0.0124437122780364,0.2,0.120263671875
1376,2641920,1290,1919,0.32779461145401,-0.589145340025425,0.5473877191543579,0.0131471865,0.3262539803981781,0.0003,1.0710658125579358,12890,-0.009255039825802669,0.2,0.103173828125
1376,2643968,1291,1921,0.2243315577507019,-0.5791410088539124,0.7008944749832153,0.010407057,0.3253411054611206,0.0003,1.3302700385451316,12900,-0.008317904587602242,0.2,0.102197265625
1376,2646016,1292,1922,0.1992972493171692,-0.5723804652690887,0.709527313709259,0.0086981,0.3245300054550171,0.0003,0.9784083172678948,12910,-0.005272398167289793,0.2,0.0759765625
1376,2648064,1293,1924,0.055250104516744614,-0.5567465014755726,0.8253282308578491,0.008689965,0.3209047019481659,0.0003,0.2489282289519906,12920,-0.008716150061809457,0.2,0.10400390625
1376,2650112,1294,1925,0.07450330257415771,-0.5359317936003208,0.7622640132904053,0.014020749,0.3178495764732361,0.0003,0.30083298571407796,12930,-0.008813931238546503,0.2,0.136279296875
1376,2652160,1295,1926,0.1833365112543106,-0.5246676474809646,0.6977626085281372,0.009809757,0.3178079128265381,0.0003,0.8076336696743965,12940,-0.006434625745168887,0.2,0.100341796875
1376,2654208,1296,1928,0.7751078605651855,-0.5257355235517025,0.5906304121017456,0.01647998,0.3186503052711487,0.0003,1.6888065457344055,12950,-0.010589654473005795,0.2,0.145654296875
1376,2656256,1297,1929,0.7202908992767334,-0.5313964158296585,0.7246590256690979,0.01190653,0.3196869492530823,0.0003,2.219456850737333,12960,-0.0056362820992944766,0.2,0.083251953125
1376,2658304,1298,1931,0.1153445690870285,-0.5297380931675434,0.8873879909515381,0.008461426,0.31787562370300293,0.0003,0.4027608970180154,12970,-0.005609137046849355,0.2,0.086328125
1376,2660352,1299,1932,1.3873906135559082,-0.518203105032444,0.6163907051086426,0.009188082,0.3171636760234833,0.0003,3.360517457127571,12980,-0.006969313927402254,0.2,0.088818359375
1376,2662400,1300,1934,1.7908374071121216,-0.5106379508972168,0.6668767333030701,0.011727734,0.31529074907302856,0.0003,3.9899176359176636,12990,-0.008468747383449226,0.2,0.103662109375
1376,2664448,1301,1935,0.7790126204490662,-0.504006353020668,0.30218470096588135,0.00914163,0.3155672550201416,0.0003,3.206014187633991,13000,-0.00394827792479191,0.2,0.07861328125
1376,2666496,1302,1937,1.6612813472747803,-0.503500484675169,0.43624240159988403,0.008643905,0.31525641679763794,0.0003,4.884508666396141,13010,-0.004800673536374233,0.2,0.086279296875
1376,2668544,1303,1938,0.0412694476544857,-0.5003092594444751,0.8531118631362915,0.010235727,0.314225971698761,0.0003,0.13267746614292264,13020,-0.003188863577088341,0.2,0.09990234375
1376,2670592,1304,1940,0.45443952083587646,-0.498396335542202,0.31208211183547974,0.008613998,0.3152569532394409,0.0003,1.9234299704432487,13030,-0.007793542667059228,0.2,0.09423828125
1376,2672640,1305,1941,0.39239320158958435,-0.5041948594152927,0.29456764459609985,0.0088348,0.31579726934432983,0.0003,2.225331763923168,13040,-0.005215513057191856,0.2,0.072265625
1376,2674688,1306,1943,0.1500903069972992,-0.5105632819235325,0.7519992589950562,0.010686608,0.3169064521789551,0.0003,0.7292587388306856,13050,-0.008742917573545127,0.2,0.089599609375
1376,2676736,1307,1944,0.24103069305419922,-0.5158671833574772,0.6096750497817993,0.012981055,0.3171370029449463,0.0003,1.1956259045749902,13060,-0.0033874555374495685,0.2,0.11669921875
1376,2678784,1308,1946,0.5781940817832947,-0.5208770744502544,0.6308055520057678,0.010192825,0.31903302669525146,0.0003,2.0870938278734683,13070,-0.004429998583509587,0.2,0.110986328125
1376,2680832,1309,1947,0.20981180667877197,-0.5229591660201549,0.7950469851493835,0.006505757,0.31732290983200073,0.0003,0.7230492912232875,13080,-0.0036715735739562662,0.2,0.099169921875
1376,2682880,1310,1949,0.8674218058586121,-0.5104268699884414,0.3384891152381897,0.008658779,0.31548869609832764,0.0003,2.049888324737549,13090,0.0016932548314798623,0.2,0.1330078125
1376,2684928,1311,1950,0.024755585938692093,-0.49569651409983634,0.8245015144348145,0.012098113,0.3127674460411072,0.0003,0.12680161595344544,13100,-0.01147880222997628,0.2,0.12890625
1376,2686976,1312,1952,0.516620934009552,-0.48374833054840566,0.3541368246078491,0.010821009,0.3122349679470062,0.0003,2.061201698705554,13110,-0.006393822919926606,0.2,0.117138671875
1376,2689024,1313,1953,0.21934153139591217,-0.4757067419588566,0.7527836561203003,0.009290339,0.3096961975097656,0.0003,0.9460531897842884,13120,-0.00898030775715597,0.2,0.095703125
1376,2691072,1314,1955,0.21732483804225922,-0.4664360973984003,0.7842931151390076,0.012161369,0.308776319026947,0.0003,0.5401064977049828,13130,-0.012135298960492947,0.2,0.144970703125
1376,2693120,1315,1956,0.17242054641246796,-0.46431501880288123,0.7019292116165161,0.007470277,0.30990391969680786,0.0003,1.4578017339110374,13140,-0.010062803869368508,0.2,0.097900390625
1376,2695168,1316,1958,0.5727105140686035,-0.47397151589393616,0.5958119630813599,0.005923014,0.3113131523132324,0.0003,1.9150940142571926,13150,-0.006448986768373288,0.2,0.053271484375
1376,2697216,1317,1959,0.23359328508377075,-0.4810644894838333,0.9067530632019043,0.010807376,0.3122330904006958,0.0003,0.8829347860068083,13160,-0.007225290109636262,0.2,0.09091796875
1376,2699264,1318,1961,0.4810739755630493,-0.49354712590575217,0.4772745370864868,0.011160452,0.31449049711227417,0.0003,2.016689572483301,13170,-0.004517693642992526,0.2,0.107861328125
1376,2701312,1319,1962,0.24096475541591644,-0.509755925834179,0.6204929351806641,0.009458635,0.3163464069366455,0.0003,0.7330277379602194,13180,-0.012766535714035854,0.2,0.1142578125
1376,2703360,1320,1964,0.492495596408844,-0.5144016370177269,0.6354889869689941,0.016971588,0.31601256132125854,0.0003,1.2438261279836298,13190,-0.011808642983669414,0.2,0.128564453125
1376,2705408,1321,1965,0.16793744266033173,-0.50816934928298,0.5833585262298584,0.009747101,0.31457388401031494,0.0003,0.7508488360792398,13200,-0.006774119584588334,0.2,0.108447265625
1376,2707456,1322,1967,0.9472536444664001,-0.5013847790658474,0.5675394535064697,0.009013195,0.3144354820251465,0.0003,2.4820449076592923,13210,-0.006409557862207293,0.2,0.08818359375
1376,2709504,1323,1968,0.16132144629955292,-0.5027839094400406,0.44050002098083496,0.013295194,0.3150901198387146,0.0003,0.7192800588905811,13220,-0.006955672483309172,0.2,0.126318359375
1376,2711552,1324,1970,1.0063674449920654,-0.5084488973021507,0.42271316051483154,0.0074021826,0.3155825734138489,0.0003,1.7527992188930512,13230,-0.0023181787109933794,0.2,0.0904296875
1376,2713600,1325,1971,0.6380944848060608,-0.5094314187765121,0.5969362258911133,0.005515799,0.3148171901702881,0.0003,2.5532081056386233,13240,-0.003396081126993522,0.2,0.05908203125
1376,2715648,1326,1973,0.6739104986190796,-0.5024450913071632,0.515255331993103,0.009366317,0.31332334876060486,0.0003,2.6174752190709114,13250,-0.008536819467553868,0.2,0.09072265625
1376,2717696,1327,1974,0.5737401843070984,-0.49402303956449034,0.7435084581375122,0.011501168,0.31231772899627686,0.0003,1.5218448892235756,13260,-0.007284422082011588,0.2,0.114990234375
1376,2719744,1328,1976,0.5645228624343872,-0.49351219497621057,0.7061576843261719,0.013723677,0.3131297826766968,0.0003,2.0227703042328358,13270,-0.005294676689663902,0.2,0.109912109375
1376,2721792,1329,1977,0.15103673934936523,-0.49321816191077233,0.6556452512741089,0.013201324,0.3114051818847656,0.0003,0.5812240913510323,13280,-0.005873968469677493,0.2,0.1189453125
1376,2723840,1330,1979,0.14789831638336182,-0.4833924576640129,0.6769854426383972,0.006325083,0.3106483817100525,0.0003,1.0366981137543916,13290,-0.004515804600669071,0.2,0.09775390625
1376,2725888,1331,1980,0.2249946892261505,-0.48589055351912974,0.6219939589500427,0.008903952,0.3118669390678406,0.0003,1.1668164927512408,13300,-0.0057214485626900565,0.2,0.1015625
1376,2727936,1332,1982,0.734887421131134,-0.4917853094637394,0.4869731664657593,0.011834706,0.31171876192092896,0.0003,2.603623390942812,13310,-0.00813191250199452,0.2,0.0986328125
1376,2729984,1333,1983,0.42066490650177,-0.4937404699623585,0.863791823387146,0.008434219,0.3126481771469116,0.0003,1.914730528742075,13320,-0.004799856067984365,0.2,0.085107421875
1376,2732032,1334,1985,0.43183955550193787,-0.49911661706864835,0.5669268369674683,0.012185261,0.3132060170173645,0.0003,1.9452412463724613,13330,-0.010402616497594863,0.2,0.132275390625
1376,2734080,1335,1986,0.6915124654769897,-0.5030693091452122,0.6840939521789551,0.009056371,0.3139752447605133,0.0003,2.2518000572919847,13340,-0.006873826473020017,0.2,0.096826171875
1376,2736128,1336,1987,0.10896629840135574,-0.5040932700037957,0.8232846856117249,0.009187906,0.31338053941726685,0.0003,0.4520835053175688,13350,-0.008842447411734611,0.2,0.112890625
1376,2738176,1337,1989,0.3045622706413269,-0.5042316287755966,0.8422445058822632,0.007965386,0.31385329365730286,0.0003,1.064218896999955,13360,-0.003272129685501568,0.2,0.101416015625
1376,2740224,1338,1990,0.5972399711608887,-0.505072383582592,0.8091877102851868,0.0093853045,0.31401604413986206,0.0003,1.6275813475251197,13370,-0.008914279643795453,0.2,0.0958984375
1376,2742272,1339,1992,2.5157082080841064,-0.5024967521429062,0.6800065040588379,0.013149899,0.3123331069946289,0.0003,3.3063695669174193,13380,-0.00734167949995026,0.2,0.13525390625
1376,2744320,1340,1993,1.2114160060882568,-0.4911287255585194,0.5320554375648499,0.009650735,0.31097766757011414,0.0003,2.3232568256556987,13390,-0.0035993360594147815,0.2,0.08564453125
1376,2746368,1341,1995,1.5110995769500732,-0.48721077255904677,0.45249056816101074,0.008139279,0.3116369843482971,0.0003,4.826193653047085,13400,-0.006664192859898321,0.2,0.095556640625
1376,2748416,1342,1996,0.5060408711433411,-0.48853867426514624,0.6337627172470093,0.008920289,0.30989542603492737,0.0003,1.8270473927259445,13410,-0.00847655867692083,0.2,0.09306640625
1376,2750464,1343,1998,0.060348302125930786,-0.4702026817947626,0.919766366481781,0.009833954,0.3063279390335083,0.0003,0.25886105708777907,13420,-0.006874085660092533,0.2,0.10927734375
1376,2752512,1344,1999,1.4699336290359497,-0.45453426949679854,0.5096282958984375,0.014216243,0.3056216537952423,0.0003,2.7404749900102616,13430,-0.009172033023787662,0.2,0.11171875
1376,2754560,1345,2001,1.2061363458633423,-0.451394259557128,0.5651962757110596,0.0077200783,0.3055150508880615,0.0003,3.2602772817015646,13440,-0.009059259435161948,0.2,0.09912109375
1376,2756608,1346,2002,0.27327707409858704,-0.4518397103995085,0.6686169505119324,0.011391664,0.306093692779541,0.0003,1.7166993722319603,13450,-0.009160829742904752,0.2,0.091162109375
1376,2758656,1347,2004,0.12383721768856049,-0.45616475977003573,0.5638306736946106,0.013564412,0.3058611750602722,0.0003,0.557798146083951,13460,-0.00588187052635476,0.2,0.116357421875
1376,2760704,1348,2005,0.5846230387687683,-0.4594988849014044,0.5763003826141357,0.012137007,0.3075414299964905,0.0003,1.711843739449978,13470,-0.007411226956173777,0.2,0.151806640625
1376,2762752,1349,2007,0.05460824817419052,-0.4667769942432642,0.916067361831665,0.013021652,0.30797356367111206,0.0003,0.1680992491543293,13480,-0.010072627756744622,0.2,0.097900390625
1376,2764800,1350,2008,0.03728632256388664,-0.46502905786037446,0.7788551449775696,0.011797502,0.30622774362564087,0.0003,0.15412628324702382,13490,-0.00792255202832166,0.2,0.148583984375
1376,2766848,1351,2010,1.0323402881622314,-0.45598634630441665,0.38314712047576904,0.010999583,0.30544978380203247,0.0003,2.1180549554526804,13500,-0.006421877455431968,0.2,0.1001953125
1376,2768896,1352,2011,0.06682226061820984,-0.4528207819908857,0.740553617477417,0.009519648,0.3044096827507019,0.0003,0.3124124578200281,13510,-0.009556552825961262,0.2,0.109228515625
1376,2770944,1353,2013,0.04176415875554085,-0.45387468971312045,0.9480893611907959,0.0116671175,0.3057369589805603,0.0003,0.20149795664474368,13520,-0.011073061951901764,0.2,0.118505859375
1376,2772992,1354,2014,0.1575605571269989,-0.45950258187949655,0.6032965183258057,0.009478047,0.305928498506546,0.0003,1.9220143225044013,13530,-0.00587767330580391,0.2,0.110693359375
1376,2775040,1355,2016,0.7108140587806702,-0.4591943953186274,0.8365994691848755,0.009947684,0.3055972456932068,0.0003,2.7830129876732825,13540,-0.005447655089665204,0.2,0.08857421875
1376,2777088,1356,2017,0.3213009238243103,-0.45872964560985563,0.8455904722213745,0.007640473,0.3063473105430603,0.0003,1.1227951005101204,13550,-0.005804700474254787,0.2,0.094384765625
1376,2779136,1357,2019,0.23106634616851807,-0.45906505472958087,0.8773890137672424,0.010156453,0.30498436093330383,0.0003,0.6895965024828911,13560,-0.006997293001040817,0.2,0.119482421875
1376,2781184,1358,2020,0.376886785030365,-0.4459306575357914,0.7705893516540527,0.009458996,0.3028191328048706,0.0003,1.9185083001852035,13570,-0.006632283178623766,0.2,0.112841796875
1376,2783232,1359,2022,1.9348492622375488,-0.42873059287667276,0.5895763635635376,0.010106705,0.30022352933883667,0.0003,3.6300978288054466,13580,-0.0035161791602149606,0.2,0.104736328125
1376,2785280,1360,2023,0.539182722568512,-0.4185507342219353,0.8165055513381958,0.015105562,0.299839049577713,0.0003,1.6193244703114034,13590,-0.0071295457310043275,0.2,0.110693359375
1376,2787328,1361,2025,0.16672103106975555,-0.41751755252480505,0.7472172975540161,0.008216707,0.3001355826854706,0.0003,0.526703580096364,13600,-0.003472583764232695,0.2,0.087841796875
1376,2789376,1362,2026,0.9313973784446716,-0.4139683470129967,0.5550035834312439,0.012919434,0.29857221245765686,0.0003,4.751706685125828,13610,-0.0064079568168381226,0.2,0.093115234375
1376,2791424,1363,2028,2.0846593379974365,-0.4057658165693283,0.5445483922958374,0.008554598,0.2980995178222656,0.0003,5.097069102525711,13620,-0.009318633793736809,0.2,0.0888671875
1376,2793472,1364,2029,0.5267890095710754,-0.40235257558524606,0.8414368629455566,0.01001382,0.29718202352523804,0.0003,1.7502835430204868,13630,-0.00687044738442637,0.2,0.085888671875
1376,2795520,1365,2031,0.45131176710128784,-0.39419557750225065,0.6605969071388245,0.009694489,0.29581356048583984,0.0003,1.5831496439874173,13640,-0.009567637264262885,0.2,0.1125
1376,2797568,1366,2032,0.17976732552051544,-0.38519800156354905,0.7538712620735168,0.0094647845,0.2947656512260437,0.0003,0.7932094134390354,13650,-0.005610530698322691,0.2,0.0982421875
1376,2799616,1367,2034,0.20305132865905762,-0.3806864470243454,0.7868554592132568,0.011468099,0.2947544753551483,0.0003,0.6998928144574166,13660,-0.00714153126173187,0.2,0.1166015625
1376,2801664,1368,2035,0.6707941293716431,-0.37912704050540924,0.5758995413780212,0.010598108,0.2946350574493408,0.0003,1.873925445228815,13670,-0.007921150082256644,0.2,0.1064453125
1376,2803712,1369,2037,0.10235379636287689,-0.37391466945409774,0.8847602605819702,0.009546839,0.29358410835266113,0.0003,0.472599389962852,13680,-0.006955198512878269,0.2,0.112451171875
